dateV,epiweekV,V10mucomponentofwind_ind,V10mvcomponentofwind_ind,V2mdewpointtemperature_k,V2mtemperature_k,VLeafareaindexHIGH_ind,VLeafareaindexLOW_ind,VSurfacepressure_pa,VTotalprecipitation_m,WindSpeed_msminus1,WindDirection_deg,VaporPressure_kpa,SaturatedVaporPressure_kpa,AbsoluteHumidity_gmminus3,RelativeHumidity1_perc,RelativeHumidity2_perc
22-01-12,4,1.926471329,-2.886904907,296.3176941,298.5363983,2.042102838,2.653476143,100670.6141,0.004397291,3.47066445,124,0.938253754,1.019424038,6.804032436,87.54627264,92.03763296
23-01-12,4,1.22259872,-2.845407104,296.7062729,298.4617325,2.042267632,2.65579071,100681.5676,0.015029195,3.096948372,113,0.952569469,1.016714724,6.909575269,90.02265366,93.69092893
24-01-12,4,-0.418927574,-5.217190552,294.9561607,299.4928452,2.042389703,2.658037186,100628.3391,3.39E-05,5.233982954,82,0.887754404,1.053993798,6.417262196,76.15616499,84.22766874
25-01-12,4,-0.378825843,-5.483789063,295.9268204,299.3849655,2.042530084,2.660275459,100659.748,0.000416355,5.49685833,82,0.923810333,1.050107157,6.680303954,81.30578879,87.97295847
26-01-12,4,-0.609996033,-5.569137573,295.5661247,299.1889557,2.042664361,2.66258564,100597.9766,0.000430559,5.602444865,78,0.910443472,1.043037252,6.587957877,80.47196301,87.28772344
27-01-12,4,-0.255981302,-4.829784393,295.8734665,298.8735825,2.042829156,2.664851379,100583.5961,0.001283196,4.836563213,85,0.921835452,1.031639896,6.677428509,83.53371115,89.35632059
28-01-12,4,0.506969166,-4.024597168,295.6773392,299.2444214,2.04295733,2.667064285,100575.5902,0.000842144,4.056402359,100,0.914568877,1.045038919,6.616582668,80.75224356,87.51529341
29-01-12,5,-0.760440063,-3.300231934,296.2887787,299.5878433,2.043097711,2.669348335,100482.8645,0.00098582,3.386709303,75,0.937186768,1.057413717,6.772443118,82.11775993,88.63009364
30-01-12,5,-1.447814941,-3.990386963,296.4924568,299.4526291,2.043238091,2.671614075,100561.8383,0.001252433,4.244921226,63,0.944697507,1.052545283,6.829800798,83.80050349,89.7536213
31-01-12,5,-0.813272095,-3.180867386,296.3634048,298.8934601,2.043360162,2.673872375,100725.1324,0.004045664,3.28318882,74,0.93994001,1.032359065,6.808118319,85.94698764,91.04777997
01-02-12,5,-3.063513184,-3.145362854,296.2587059,299.270253,2.043500543,2.676137161,100674.9141,0.001466979,4.390719817,43,0.936076822,1.045970853,6.771600532,83.52048568,89.4935858
02-02-12,5,-0.840016174,-2.963442993,296.3175926,298.7815308,2.043653131,2.678405952,100743.7902,0.002447996,3.080198297,73,0.93825001,1.02830806,6.798423192,86.2803061,91.24211378
03-02-12,5,-0.179066467,-2.795327759,296.180838,297.6089783,2.04375689,2.680628967,100912.9852,0.010259573,2.801057314,86,0.933201633,0.985662174,6.788483544,91.76378496,94.67763478
04-02-12,5,-2.003121948,-3.294046021,296.1683006,298.7416138,2.043927789,2.682920837,100745.5293,0.002573302,3.855286854,55,0.932738543,1.026862529,6.759390921,85.70758672,90.83382799
05-02-12,6,-0.115190125,-3.737649536,296.1148651,299.3892166,2.044055963,2.685189629,100737.2992,0.001518347,3.739424129,88,0.930764308,1.050260374,6.73049432,82.21666159,88.62224366
06-02-12,6,-1.475637817,-2.802597046,296.3525192,299.2652328,2.04420855,2.687458801,100657.9598,0.00170176,3.167342288,62,0.939538497,1.045789754,6.79675637,84.02042302,89.84009387
07-02-12,6,0.121176147,-2.630609131,295.9445419,299.6960632,2.044342828,2.689698792,100674.3438,0.001547655,2.633398576,92,0.924466113,1.061306617,6.678106922,79.91264717,87.10641191
08-02-12,6,-2.314810181,-3.074348831,295.8493202,299.6436035,2.044495416,2.6919981,100676.6223,2.26E-05,3.848371982,51,0.920941418,1.059419929,6.653810085,79.69865691,86.92883651
09-02-12,6,-2.015371704,-3.72003479,294.7943924,299.4393219,2.044629693,2.694259834,100726.5719,5.90E-05,4.230884298,54,0.881719111,1.052065883,6.374774414,75.64573487,83.8083551
10-02-12,6,-2.30397644,-3.524565125,296.1419945,299.6136292,2.044757867,2.696513367,100612.4539,0.001243907,4.210803576,51,0.931766734,1.058341578,6.732696567,81.26814433,88.04026539
11-02-12,6,-0.403234041,-3.793417358,296.5332695,298.526712,2.044892144,2.698757744,100600.8754,0.004667441,3.814788716,82,0.946201085,1.01907265,6.861887555,88.74467537,92.84922771
12-02-12,7,-1.539376831,-4.481449509,296.7573349,298.8799072,2.045056939,2.701058769,100704.0594,0.007656019,4.738467128,61,0.954447486,1.031868737,6.913511489,88.08500921,92.49698651
13-02-12,7,-1.649185181,-4.016766357,296.5303207,298.9936066,2.045203424,2.703308296,100756.9859,0.002787311,4.342145061,60,0.946092466,1.035980699,6.850386227,86.30387537,91.32336799
14-02-12,7,-1.816488647,-3.631323242,296.5610268,299.5141815,2.04531939,2.705555725,100646.157,0.003135335,4.060312734,57,0.94722342,1.054762118,6.846654897,83.84280096,89.80445957
15-02-12,7,0.347439981,-0.757299805,296.2250214,298.9706711,2.045459771,2.707821465,100552.1648,0.005486365,0.833197176,97,0.934833268,1.035151518,6.769380834,84.84175161,90.30883418
16-02-12,7,0.979246664,-1.442271423,296.5176132,299.3827942,2.045520806,2.709375191,100572.8598,0.004479137,1.743293116,109,0.945624349,1.050028897,6.838096154,84.27473148,90.0569833
17-02-12,7,0.746314681,-2.618833923,296.687841,299.5012695,2.045600152,2.71096344,100604.6867,0.005701108,2.723100571,105,0.951891381,1.054297174,6.880692147,84.55087943,90.28681903
18-02-12,7,0.638623261,-1.638290405,296.2145782,297.8973236,2.045673394,2.712491035,100685.5172,0.016933282,1.758361488,103,0.934447667,0.996184717,6.790968326,90.3793867,93.80265029
19-02-12,8,-1.642453003,-2.842956924,296.0896103,299.3007874,2.04575274,2.71403656,100587.9473,0.001004093,3.283299551,60,0.929830958,1.047072213,6.725731612,82.52114811,88.80294473
20-02-12,8,-0.314569092,-1.315766907,296.1227463,298.9644897,2.045813775,2.715588188,100556.109,0.005013703,1.352847466,84,0.931055537,1.034928021,6.742164658,84.34919826,89.96331327
21-02-12,8,-1.663693237,-1.278662109,296.3506561,299.461171,2.045880914,2.717157173,100430.6605,0.002496227,2.0982974,59,0.939469773,1.052852984,6.791812557,83.0439593,89.23086015
22-02-12,8,-1.738427734,-2.227661133,296.6076851,299.9218338,2.045954156,2.718694878,100330.0918,0.00298954,2.825704356,58,0.948941414,1.069417791,6.849750278,82.08333827,88.73439569
23-02-12,8,-2.328311157,-1.168078613,296.9703392,300.0725693,2.046033502,2.720287895,100301.1137,0.001235963,2.604887808,50,0.962273678,1.074825491,6.942497586,83.15563465,89.528364
24-02-12,8,-0.849133301,-1.64513855,296.9971283,300.1151505,2.046106744,2.721832466,100314.684,0.009310761,1.851353076,73,0.963257058,1.076351992,6.948606361,83.08156426,89.49275563
25-02-12,8,-0.025048828,-0.578989029,297.0950531,300.1817047,2.046173882,2.72340107,100301.5055,0.004289258,0.57953062,89,0.966849985,1.078736923,6.972978218,83.24600264,89.62796815
26-02-12,9,0.602658355,-1.057455444,296.8822662,298.8044617,2.046247125,2.724943542,100398.8746,0.018965785,1.217131509,102,0.959039255,1.029138269,6.948525768,89.14824041,93.18857185
27-02-12,9,-1.447366333,-1.46995697,296.825827,299.5790955,2.046314263,2.726493835,100425.5824,0.00544129,2.062920938,63,0.956965413,1.057098899,6.915572534,84.86606458,90.52751968
28-02-12,9,-0.47467041,-3.44682312,296.9385422,299.3132568,2.046393609,2.728085518,100367.8305,0.005535771,3.479353621,80,0.961106204,1.047521907,6.951664746,86.79563552,91.7504634
29-02-12,9,0.610973799,-2.824182129,296.7764839,299.2501846,2.046466851,2.729607964,100444.8934,0.012968272,2.889514437,102,0.955151581,1.045246857,6.910051116,86.27407605,91.38047862
01-03-12,9,0.997233236,-2.705465698,296.6391724,298.5236725,2.04653399,2.731173897,100425.6082,0.01083751,2.883404025,110,0.950100452,1.018962379,6.89023607,89.32957598,93.24195589
02-03-12,9,0.542583466,-2.398114395,296.8784447,298.1916321,2.046607232,2.732731628,100444.1293,0.010700424,2.458729239,101,0.958898861,1.006901019,6.96178629,92.43578121,95.23268354
03-03-12,9,0.996945536,-1.660830688,296.8792725,299.1868439,2.046686578,2.734301567,100528.9813,0.00873646,1.937074851,109,0.958929272,1.042961023,6.938849512,87.13556504,91.94296341
04-03-12,10,-2.440454102,-0.08515625,296.6472229,300.8127411,2.046747613,2.735844421,100382.2012,7.53E-05,2.441939354,49,0.950396745,1.101290188,6.839938182,78.09058177,86.29848474
05-03-12,10,1.59445343,0.178081143,297.0024963,300.5300812,2.046826959,2.737379837,100343.7953,0.001620456,1.604367363,120,0.963454084,1.091201208,6.94043232,81.10971888,88.29298182
06-03-12,10,-0.337457275,-2.357952881,296.8682159,299.8636139,2.046887994,2.738958931,100298.6797,0.001662796,2.381978002,83,0.958523065,1.067327474,6.920256867,83.66827936,89.80590199
07-03-12,10,0.128957045,0.087864208,297.188385,300.2129044,2.04696734,2.740483475,100290.5563,0.003371531,0.156044989,93,0.970271891,1.079854529,6.996929989,83.56082146,89.85209251
08-03-12,10,3.023569298,-1.027801514,295.1938599,299.693576,2.047040582,2.742073441,100351.9008,0.000675938,3.193485126,137,0.896608883,1.061217183,6.476927159,76.35922568,84.48872642
09-03-12,10,1.202591991,-1.473431396,296.4031952,300.804863,2.047119927,2.743634224,100321.8668,5.93E-05,1.901901043,113,0.941407383,1.101009286,6.775419815,76.98437798,85.50403656
10-03-12,10,-0.832762146,-3.201177979,297.0255814,299.8143509,2.047180963,2.745210266,100365.3098,0.003366262,3.307723272,74,0.964301298,1.065558023,6.963117915,84.7094941,90.49730529
11-03-12,11,-0.386570358,-3.229083252,296.6908585,299.0287262,2.047248101,2.746737862,100603.3402,0.006747199,3.252140109,82,0.952002396,1.03725009,6.8923688,86.96245629,91.78137511
12-03-12,11,1.439066315,-4.589825439,296.2456772,297.5125732,2.047321343,2.748283386,100842.4422,0.015939436,4.810136113,117,0.935595871,0.982138907,6.808105476,92.65781316,95.26105362
13-03-12,11,0.861341083,-5.14029541,296.0400475,298.3813873,2.047400689,2.749834061,100793.5301,0.00522843,5.211961758,107,0.927998723,1.01379761,6.733160946,86.88524555,91.53688214
14-03-12,11,0.812973523,-3.413467407,296.4074768,298.3470032,2.047473931,2.751435852,100772.3879,0.005080533,3.508943671,106,0.941565252,1.012548669,6.832381168,89.01992725,92.9896291
15-03-12,11,0.323631358,-4.586410522,296.5067375,299.0328064,2.04754107,2.752949905,100742.2953,0.003267529,4.597814561,97,0.945223675,1.037397546,6.843198409,85.98122418,91.11489412
16-03-12,11,-0.745925903,-3.082855225,296.783194,300.3724518,2.047882867,2.757890701,100628.7035,0.000686842,3.171813644,75,0.95539828,1.085565578,6.886012362,80.78916611,88.00926445
17-03-12,11,0.153353713,-2.224383545,296.7695663,299.494532,2.04821856,2.762875557,100713.6223,0.00173745,2.229663543,93,0.954897239,1.054054546,6.902575091,85.00209473,90.59277272
18-03-12,12,1.387149858,-2.157772827,296.5472847,299.0308624,2.048542047,2.76784687,100738.6277,0.005434091,2.565183873,116,0.94671731,1.037327292,6.854056528,86.20180768,91.26505363
19-03-12,12,0.224134064,-2.24302063,296.9252121,300.0177765,2.048871636,2.772783279,100730.4395,0.002788036,2.254191124,95,0.960616687,1.07286049,6.931808618,83.19774521,89.53789383
20-03-12,12,1.107874119,-1.650292969,297.1322105,300.0239182,2.049201226,2.777721024,100777.0055,0.002339132,1.98767501,111,0.968212612,1.073080786,6.98647779,84.20924643,90.22737387
21-03-12,12,-0.117397273,-2.865878296,297.2419464,299.6613403,2.04953692,2.782718086,100642.8711,0.004536819,2.868281807,88,0.972234553,1.060057909,7.023987696,86.59498496,91.71523039
22-03-12,12,-0.141775739,-1.934643555,297.176387,300.0989594,2.049848199,2.787658882,100655.2598,0.002161011,1.939831447,87,0.969832135,1.075771612,6.996414161,84.06138643,90.1522335
23-03-12,12,1.021069002,-0.077105713,297.5530319,300.52173,2.050226617,2.792634583,100748.3234,0.001251521,1.023976171,110,0.983617846,1.090902803,7.085882869,83.87527059,90.16548893
24-03-12,12,0.060793293,-0.875202942,298.2255478,300.7664841,2.050537896,2.797561836,100717.1484,0.00217113,0.877311811,91,1.008134406,1.09964061,7.256587882,86.0717203,91.67853545
25-03-12,13,1.30111469,-2.534702873,297.0892624,299.5290497,2.050855279,2.802534485,100716.5348,0.014764737,2.849143396,115,0.966637595,1.055297446,6.986636286,86.47664696,91.59859137
26-03-12,13,-0.263278008,-2.702503777,296.6505951,299.3805542,2.051172662,2.807495308,100816.4359,0.007868946,2.715297768,85,0.95052085,1.049948161,6.873555667,84.96475575,90.5302648
27-03-12,13,1.003834113,-0.711380005,296.9254089,299.4098862,2.051502252,2.812426567,100866.5383,0.005535215,1.23034322,110,0.960623915,1.05100527,6.945934031,86.2333181,91.40048509
28-03-12,13,1.700757849,-0.510980225,296.9545349,299.4634674,2.051831841,2.817383003,100964.9691,0.009152869,1.775859806,121,0.961693436,1.052935704,6.952423223,86.11165647,91.33448817
29-03-12,13,0.465390015,-2.671359253,296.8172722,299.9185547,2.052167535,2.822349548,100767.9328,0.003258388,2.711595125,99,0.95665099,1.069300083,6.905475859,83.1427624,89.46515627
30-03-12,13,3.423265457,-0.863131714,297.1281631,300.752832,2.052497125,2.827333069,100753.7547,0.00492278,3.530402632,141,0.968064206,1.099153652,6.968477429,80.66614206,88.07360137
31-03-12,13,5.02310009,-0.137457657,296.431102,300.490387,2.052808404,2.832267761,100755.5605,0.002390577,5.02498051,151,0.942436251,1.089782677,6.789922981,78.54669186,86.47928353
01-04-12,14,0.428974915,1.063639307,297.7756165,300.8222153,2.053150201,2.837207222,100817.1859,0.001068697,1.146886242,99,0.991746102,1.101627977,7.137301799,83.51839181,90.02550068
02-04-12,14,0.710923839,-0.162020874,297.3838531,299.9063995,2.053491998,2.842196846,100872.1809,0.003375838,0.729152568,104,0.977430587,1.068863732,7.055756954,86.08380809,91.44576229
03-04-12,14,0.706788993,1.690171814,297.0809799,300.0485413,2.053827691,2.847151184,101049.4504,0.009963484,1.832002031,104,0.966333796,1.073963889,6.972348331,83.8289735,89.97823915
04-04-12,14,2.069669914,0.932357788,296.3536011,300.2474548,2.05412066,2.852131653,101006.2461,0.004678126,2.269983392,126,0.939578402,1.081091859,6.774810108,79.30161956,86.91013575
05-04-12,14,-0.410540771,0.462394381,297.4140961,300.5803558,2.054462457,2.85705719,100842.7914,0.000674069,0.618346414,82,0.978537228,1.092997237,7.047907753,82.89479008,89.52787761
06-04-12,14,-0.36084404,-0.314572549,296.8888855,299.3425705,2.054785943,2.861999321,100737.1336,0.012460734,0.478711092,83,0.959282419,1.048578897,6.937793898,86.38687169,91.48404775
07-04-12,14,-0.140080643,-1.340378952,296.8017883,299.5250092,2.055115533,2.866966248,100730.8973,0.002857142,1.347678864,87,0.956081846,1.055151973,6.910434955,85.01416895,90.61081922
08-04-12,15,-1.292272949,-1.345341492,296.6537109,299.3043045,2.055463433,2.871914482,100710.4195,0.004323465,1.86545252,65,0.950635518,1.047199058,6.876136108,85.36450566,90.77887444
09-04-12,15,-1.204342651,-2.108056259,296.4081589,298.711235,2.05578692,2.876888847,100802.1031,0.004403604,2.427826685,67,0.9415904,1.025762117,6.824232685,87.1165127,91.79422642
10-04-12,15,0.265664673,-0.886170769,296.7549217,298.6099274,2.056110406,2.881846619,100803.9414,0.00882493,0.925135855,95,0.954358748,1.022090598,6.919118586,89.49498078,93.37320491
11-04-12,15,0.913715148,-0.023854828,297.2365555,299.2893799,2.056452203,2.886810112,100594.7629,0.007551261,0.91402649,108,0.972037048,1.04666078,7.031288239,88.48894985,92.87030398
12-04-12,15,1.359678841,1.83929081,296.9040222,300.4978455,2.056757379,2.891773987,100547.7305,0.00386989,2.287294741,116,0.959838432,1.09004925,6.915127965,80.78305893,88.05459317
13-04-12,15,-0.388972425,2.282579422,297.169809,300.4229233,2.057105279,2.896730042,100559.7762,0.002233702,2.315484477,82,0.969591016,1.087370786,6.987132193,82.44550217,89.16838935
14-04-12,15,2.397053146,0.771447158,297.1048111,299.4339233,2.057440972,2.901669502,100715.1945,0.015818423,2.518133139,130,0.967207865,1.051871383,6.992978869,87.04493515,91.95115308
15-04-12,16,-1.372087097,0.222247815,297.3710495,300.1007416,2.057758355,2.906634331,100631.2855,0.005111078,1.389970177,64,0.976962002,1.0758355,7.047807499,85.04028197,90.80960818
16-04-12,16,0.290908813,-1.433363914,297.4809708,299.7220062,2.057587457,2.902914619,100528.8082,0.007192296,1.462586766,96,0.980983381,1.062239367,7.085759868,87.53174217,92.35050141
17-04-12,16,0.98673315,2.272273254,297.2569244,300.3133514,2.057398248,2.899188423,100488.6848,0.0049902,2.477270283,109,0.972783252,1.083450867,7.012693922,83.41216073,89.7856361
18-04-12,16,-0.63604126,0.120794916,297.88526,300.5139648,2.057209039,2.895478821,100490.6918,0.003554688,0.647410145,77,0.995744947,1.090625319,7.173430613,85.59764084,91.30036958
19-04-12,16,1.567449379,0.966802597,297.0684303,299.8081879,2.057007623,2.891737366,100629.0992,0.002587731,1.841631021,119,0.965873444,1.065336611,6.974613588,84.95880827,90.66368644
20-04-12,16,-0.037908936,1.144476867,298.0069336,300.6440521,2.05681231,2.88802166,100625.8949,0.002051012,1.145104531,89,1.000178626,1.095271765,7.202253589,85.56752365,91.31784993
21-04-12,16,4.001096153,1.276972198,297.1392487,299.2371002,2.056635308,2.884289742,100662.9281,0.007675579,4.199931955,145,0.968470668,1.044774759,7.006714503,88.24574348,92.69659899
22-04-12,17,-0.892831421,1.376066351,297.5652771,300.8096588,2.056470513,2.880599785,100626.4273,0.003336073,1.640337328,72,0.984065371,1.101180289,7.082321467,82.5343819,89.36460094
23-04-12,17,-0.830322266,-0.755029869,298.152095,301.0910217,2.056299615,2.876825142,100476.8117,0.00106973,1.122276779,74,1.005462802,1.111201853,7.229556891,84.08667904,90.48426257
24-04-12,17,0.233511686,2.193424225,297.4004837,300.0704758,2.056085992,2.873094177,100659.6516,0.003584782,2.205819017,95,0.97803916,1.074750428,7.056289736,85.34217476,91.00151389
25-04-12,17,2.176935577,-0.189525914,297.7469299,300.9849289,2.055902886,2.869389343,100694.2871,0.002143111,2.185170149,128,0.990699314,1.107425544,7.125914126,82.58652245,89.459677
26-04-12,17,2.171788979,2.269560051,297.3253723,300.4968124,2.055719781,2.865673637,100699.8313,0.004269379,3.141268883,128,0.975289946,1.09001233,7.026472097,82.85936847,89.4751297
27-04-12,17,0.688421631,2.009220314,297.9613571,301.4702209,2.055500054,2.861938286,100614.9094,0.00050209,2.123885734,104,0.998518341,1.124674555,7.170593819,81.31889197,88.78286939
28-04-12,17,-0.522268677,0.766262853,298.4957184,301.3554413,2.055341363,2.858202934,100580.2227,0.002213198,0.927320511,79,1.017948122,1.120600569,7.312907796,84.51248699,90.83951501
29-04-12,18,0.611994278,-0.813343811,298.8302811,301.089061,2.05512774,2.854484558,100577.5234,0.003331583,1.017872856,102,1.030072881,1.111132088,7.406558426,87.55741726,92.70480906
30-04-12,18,0.545917511,0.455528581,298.1641479,300.526973,2.054932427,2.850770569,100586.5383,0.003020251,0.711007888,101,1.00590129,1.091090147,7.246284116,86.96790558,92.1923173
01-05-12,18,-0.243273926,0.424765205,297.8899246,299.8416016,2.054785943,2.847070122,100610.2418,0.007122676,0.489497378,85,0.995914997,1.066536907,7.190743544,89.07016759,93.37839043
02-05-12,18,3.067383385,1.229239929,297.9277908,300.397538,2.05457232,2.843331718,100691.9422,0.002636878,3.304522905,137,0.997295201,1.08646292,7.18738326,86.40295106,91.79284289
03-05-12,18,2.595582581,-0.328894043,297.6728378,300.666806,2.054401422,2.839608955,100452.2914,0.003386716,2.616337177,133,0.98799459,1.096084018,7.113978344,83.76443369,90.13858187
04-05-12,18,-0.225289917,1.748465538,297.6025787,300.9937668,2.054163384,2.835885811,100530.5914,0.002355531,1.762920102,85,0.985428374,1.107740238,7.087793127,81.83405069,88.95843446
05-05-12,18,2.229159355,1.270502412,297.5114929,301.1307007,2.054010797,2.832157898,100449.1938,0.000464951,2.565799643,128,0.98209941,1.112613425,7.060637164,80.74118954,88.26959917
06-05-12,19,0.195032835,0.106113434,295.9274658,299.411731,2.053803277,2.828426933,100699.507,0.013258868,0.222031231,94,0.923834219,1.051071748,6.679879509,81.18051814,87.8944964
07-05-12,19,1.93823967,0.473764944,297.1753647,300.7397766,2.053650689,2.824732971,100504.2402,0.000689842,1.99530104,125,0.969794662,1.098687929,6.981236919,80.95697171,88.268437
08-05-12,19,-0.5871086,3.141411018,297.6005295,300.9541519,2.05346148,2.820962334,100674.1613,0.003414125,3.195803451,78,0.985353504,1.106329491,7.08818749,82.01348401,89.06510334
09-05-12,19,-0.754800415,-1.730189514,297.2120783,300.0098572,2.053296685,2.817260933,100785.7695,0.003349321,1.887665071,75,0.971140188,1.072576417,7.007931163,84.68414052,90.54275035
10-05-12,19,0.107473755,-1.433634949,297.2245361,300.4050262,2.053095269,2.813519478,100750.9945,0.001518951,1.437657739,92,0.971596673,1.086730744,7.002002604,82.80372347,89.4054648
11-05-12,19,2.994815254,1.738979912,297.5741196,299.9848389,2.052899957,2.809812927,100633.5859,0.002595885,3.463086707,137,0.98438851,1.071678876,7.104125964,86.6699958,91.85480205
12-05-12,19,3.251942825,0.144199371,297.7132507,299.7739769,2.052698541,2.80610199,100597.2242,0.005079398,3.255138338,139,0.989470048,1.06410736,7.145821057,88.48613343,92.98592281
13-05-12,20,2.988158989,1.067123926,297.5699158,301.0701874,2.052527642,2.80236969,100464.641,0.001343068,3.172987176,137,0.984234889,1.110460505,7.077412011,81.31071735,88.63303866
14-05-12,20,2.34115448,0.436463928,298.1712402,300.9830276,2.05233233,2.798623848,100585.5254,0.00293003,2.381492192,130,1.00615929,1.107357843,7.237160545,84.71493246,90.86126018
15-05-12,20,2.298276329,0.469290471,298.4208572,300.4216309,2.052143121,2.794909859,100613.9234,0.001510457,2.345699817,129,1.015230878,1.087324569,7.316056716,88.85462879,93.3696255
16-05-12,20,1.795044899,2.207987022,298.071077,300.8681885,2.052039361,2.793128967,100508.9836,0.000514689,2.845591833,123,1.002514299,1.103266747,7.213694911,84.77714393,90.86780706
17-05-12,20,0.889124393,0.260101318,298.0627029,300.0875076,2.051923394,2.791352844,100460.4367,0.00039325,0.926388084,108,1.002209438,1.075361075,7.230261424,88.70127793,93.1974814
18-05-12,20,-1.90519104,2.805134583,297.8593605,301.0821671,2.051831841,2.789571953,100540.5953,0.000560478,3.390948676,56,0.99480066,1.110886792,7.15310348,82.67294832,89.55013842
19-05-12,20,-2.054846191,2.284295464,298.2031693,301.1618637,2.05167315,2.787768364,100530.5715,0.000824977,3.072523171,54,1.007320618,1.113721748,7.24121142,83.99532993,90.44634538
20-05-12,21,0.289801025,0.595885479,297.8224899,299.7771729,2.051557183,2.786035347,100613.6707,0.006393589,0.662619151,96,0.993456049,1.064222209,7.174530936,89.0492229,93.35043384
21-05-12,21,0.936338019,2.097991371,297.2508698,300.9059387,2.05144732,2.784225655,100591.0328,0.002839232,2.297454391,108,0.972561455,1.104611974,6.997288208,80.53879,88.0455289
22-05-12,21,-0.501512146,2.539957809,297.7716553,300.9559631,2.05134356,2.782466125,100604.2035,0.003311893,2.588995965,80,0.99160157,1.106394,7.133090323,82.84871286,89.62463371
